species_key,common_name,scientific_name,entry_type,final_status,asset_status,local_file_path,storage_path,public_url,image_license,image_source_url,credit,notes
showa-koi_variety,Showa Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/showa-koi_variety.png,ai/showa-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
ogon-koi_variety,Ogon Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/ogon-koi_variety.png,ai/ogon-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
chagoi-koi_variety,Chagoi Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/chagoi-koi_variety.png,ai/chagoi-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
shusui-koi_variety,Shusui Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/shusui-koi_variety.png,ai/shusui-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
asagi-koi_variety,Asagi Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/asagi-koi_variety.png,ai/asagi-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
utsuri-koi_variety,Utsuri Koi,Cyprinus rubrofuscus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/utsuri-koi_variety.png,ai/utsuri-koi_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
ocellaris-clownfish_species,Ocellaris Clownfish,Amphiprion ocellaris,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/ocellaris-clownfish_species.png,ai/ocellaris-clownfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
percula-clownfish_species,Percula Clownfish,Amphiprion percula,species,licensed_photo,ready_real_image,database/seed/species_images/generated/real/percula-clownfish_species.jpg,real/percula-clownfish_species.jpg,,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:A._percula.jpg,CrisisRose,Verified CC BY-SA 3.0 via Wikimedia Commons API/file metadata. Species-level image for Amphiprion percula. Download status: downloaded locally.
tomato-clownfish_species,Tomato Clownfish,Amphiprion frenatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tomato-clownfish_species.png,ai/tomato-clownfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
maroon-clownfish_species,Maroon Clownfish,Premnas biaculeatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/maroon-clownfish_species.png,ai/maroon-clownfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
clarkii-clownfish_species,Clarkii Clownfish,Amphiprion clarkii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/clarkii-clownfish_species.png,ai/clarkii-clownfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blue-green-chromis_species,Blue Green Chromis,Chromis viridis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blue-green-chromis_species.png,ai/blue-green-chromis_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blue-devil-damselfish_species,Blue Devil Damselfish,Chrysiptera cyanea,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blue-devil-damselfish_species.png,ai/blue-devil-damselfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
yellowtail-damselfish_species,Yellowtail Damselfish,Chrysiptera parasema,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/yellowtail-damselfish_species.png,ai/yellowtail-damselfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
banggai-cardinalfish_species,Banggai Cardinalfish,Pterapogon kauderni,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/banggai-cardinalfish_species.png,ai/banggai-cardinalfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
pajama-cardinalfish_species,Pajama Cardinalfish,Sphaeramia nematoptera,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/pajama-cardinalfish_species.png,ai/pajama-cardinalfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
yellow-tang_species,Yellow Tang,Zebrasoma flavescens,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/yellow-tang_species.png,ai/yellow-tang_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blue-tang_species,Blue Tang,Paracanthurus hepatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blue-tang_species.png,ai/blue-tang_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
royal-gramma_species,Royal Gramma,Gramma loreto,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/royal-gramma_species.png,ai/royal-gramma_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
firefish-goby_species,Firefish Goby,Nemateleotris magnifica,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/firefish-goby_species.png,ai/firefish-goby_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
mandarin-dragonet_species,Mandarin Dragonet,Synchiropus splendidus,species,licensed_photo,ready_real_image,database/seed/species_images/generated/real/mandarin-dragonet_species.jpg,real/mandarin-dragonet_species.jpg,,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Synchiropus_splendidus_2_Luc_Viatour.jpg,Luc Viatour / https://Lucnix.be,Verified CC BY-SA 3.0. Attribution required near image (photographer request). Download status: downloaded locally.
cleaner-wrasse_species,Cleaner Wrasse,Labroides dimidiatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/cleaner-wrasse_species.png,ai/cleaner-wrasse_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
six-line-wrasse_species,Six Line Wrasse,Pseudocheilinus hexataenia,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/six-line-wrasse_species.png,ai/six-line-wrasse_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
flame-angelfish_species,Flame Angelfish,Centropyge loriculus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/flame-angelfish_species.png,ai/flame-angelfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
coral-beauty-angelfish_species,Coral Beauty Angelfish,Centropyge bispinosa,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/coral-beauty-angelfish_species.png,ai/coral-beauty-angelfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
yellow-watchman-goby_species,Yellow Watchman Goby,Cryptocentrus cinctus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/yellow-watchman-goby_species.png,ai/yellow-watchman-goby_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
giant-snakehead-toman_species,Giant Snakehead / Toman,Channa micropeltes,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/giant-snakehead-toman_species.png,ai/giant-snakehead-toman_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
striped-snakehead-haruan_species,Striped Snakehead / Haruan,Channa striata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/striped-snakehead-haruan_species.png,ai/striped-snakehead-haruan_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
forest-snakehead_species,Forest Snakehead,Channa lucius,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/forest-snakehead_species.png,ai/forest-snakehead_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
dwarf-snakehead_species,Dwarf Snakehead,Channa gachua,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/dwarf-snakehead_species.png,ai/dwarf-snakehead_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bleheri-snakehead_species,Bleheri Snakehead,Channa bleheri,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bleheri-snakehead_species.png,ai/bleheri-snakehead_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
barca-snakehead_species,Barca Snakehead,Channa barca,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/barca-snakehead_species.png,ai/barca-snakehead_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
stewartii-snakehead_species,Stewartii Snakehead,Channa stewartii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/stewartii-snakehead_species.png,ai/stewartii-snakehead_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
aurantimaculata-snakehead_species,Aurantimaculata Snakehead,Channa aurantimaculata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/aurantimaculata-snakehead_species.png,ai/aurantimaculata-snakehead_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
